"21ASZVXX2Q4574Y1G87NQW1NV76P7T","RT @hmfearny: So strange. the media isn't hyperventilating over Romney crowds like they did Obama's in 08. I don't understand.","ATBZC1F0M7F2F","angry","A2J0MGJFLGQOO5","sad","No","no_agreement","Mon Nov 12 14:56:22 UTC 2012"
"2PI6UFBNFSVG7VTE1FJWENG1IRL4IC","RT @womenoftheGOP: FINALLY  MSNBC Fact Check: Romney Was Right And Obama Was Wrong On Auto Bailout http://t.co/WrpM9l4R","ATBZC1F0M7F2F","happy","AMAAE4PQGWD99","none","No","no_agreement","Mon Nov 12 16:21:54 UTC 2012"
"2MTMJTUHYW2G6ZN22HJ54M16CXAOJI","Is this the real life.  Is this just fantasy?  #romney #obama #vote #isyouserious http://t.co/LIVzKIaf","A2J0MGJFLGQOO5","happy","ATBZC1F0M7F2F","mocking","No","no_agreement","Mon Nov 12 21:17:03 UTC 2012"
"2QH6KW4ZMAZHU15W70ROVNVRK028HU","RT @JoeBiden: VP Biden on Romney: Governor. you can't run from the truth. You can't run from your record. You can't run from your polic ","ATBZC1F0M7F2F","hopeful","A2J0MGJFLGQOO5","none","No","no_agreement","Mon Nov 12 19:59:25 UTC 2012"
"21MF0OHOVR14V7YZUV02PECWD5F452","RT @BarackObama: RT if you agree: We cant afford Mitt Romneys failed policies of the past. We need to keep moving forward. http://t.co ","A3UX2FXA3NMJCS","afraid","A2J0MGJFLGQOO5","angry","No","no_agreement","Mon Nov 12 16:15:41 UTC 2012"
"2BVD8XMB3Q39CAPHM3F614EVVSDGRF","RT @LoveSo_Vivid: Romney wants to ban instagram cause he thinks it's a way to measure drugs *PAUSE* LMAOOOOOO #Done","A2J0MGJFLGQOO5","angry","ATBZC1F0M7F2F","funny","No","no_agreement","Mon Nov 12 21:14:59 UTC 2012"
"23H9O9Z6KW4ZZKDS91ILNQ0OQMD4DA","RT @RealRaymondJ: Romney and his wife will never be able to do it like them. &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt ","ATBZC1F0M7F2F","mocking","A1Y6CLBM5VJQKD","none","No","no_agreement","Mon Nov 12 15:37:56 UTC 2012"
"294EZZ2MIKMNM4M018U81WWXL2AO7B","After bashing government spending. Romney campaigns at national landmark built by The New Deal http://t.co/qIPRh5uI #icymi","A2J0MGJFLGQOO5","happy","ATBZC1F0M7F2F","none","No","no_agreement","Mon Nov 12 20:33:39 UTC 2012"
"270HPCGJ2D211DAGPRRJXPSI5JG4A8","RT @cherrynarry: mitt romney is probably A","A2J0MGJFLGQOO5","happy","ATBZC1F0M7F2F","mocking","No","no_agreement","Mon Nov 12 19:41:31 UTC 2012"
"2QP46OQ1SNQQK0KISFSQSCNR41BP5E","I really hope Americans are smart enough to realize the story about Romney wanting to ban Instagram is fake.","ATBZC1F0M7F2F","funny","A2J0MGJFLGQOO5","hopeful","No","no_agreement","Mon Nov 12 21:01:52 UTC 2012"
"27PQ67051QKC01FDL0315MGI3UWZFS","#ThingsBetterThanThisComedyShow Mitt Romney","ATBZC1F0M7F2F","funny","A2J0MGJFLGQOO5","none","No","no_agreement","Mon Nov 12 14:41:12 UTC 2012"
"2TX806UFBNFS8Q8W7D050W6NJ0XG20","I may live in the uk but you yanks have my prayers. I just hope that Romney don't get in. He has no idea how much http://t.co/hLMccVOb","ATBZC1F0M7F2F","afraid","A2J0MGJFLGQOO5","hopeful","No","no_agreement","Mon Nov 12 15:03:36 UTC 2012"
"2J11LY58B727ZAWR7U8D96YFVUWT8O","RT @Nicoleyeaahhhh: @Shelly_Smyth No offence. but I think Romney would probably be ashamed to have your vote.","A1Y6CLBM5VJQKD","mocking","A2J0MGJFLGQOO5","sad","No","no_agreement","Mon Nov 12 17:28:30 UTC 2012"
"20DCNHMVHVKCWAFCCCY4R79KTVO421","RT @RT_America: #StopNDAA - What Obama and Romney didn't touch on during the #debate http://t.co/Ke2Wy6Po","AMAAE4PQGWD99","mocking","ATBZC1F0M7F2F","none","No","no_agreement","Mon Nov 12 16:27:23 UTC 2012"
"2E2NQY2RCJK6G99PVRI0SUIAT80T4H","RT @miilkkk:  Obama  Romney  Joe Dirt","ATBZC1F0M7F2F","funny","A2J0MGJFLGQOO5","none","No","no_agreement","Mon Nov 12 16:19:53 UTC 2012"
"2J5JQ2172Z993RKMCV3VMBU16I7ZRN","RT @LMAO_TWITPICS: Romney must be stopped.. He wants to band Instagram!  http://t.co/TinphMwd","A2J0MGJFLGQOO5","angry","ATBZC1F0M7F2F","funny","No","no_agreement","Mon Nov 12 19:53:35 UTC 2012"
"2OZ57DZKPFE4RQRS5WT5T8I9QYE4E3","RT @Magmannn: @LessaT @MittRomney Romney took the high road tonight and not the rat bait Obama was offering.  He was Presidential and Ob ","A2J0MGJFLGQOO5","hopeful","AMAAE4PQGWD99","none","No","no_agreement","Mon Nov 12 16:09:07 UTC 2012"
"2XNR98D8J3VEK663LXPCO3MCN7SGWI","RT @BarackObama: RT if you agree: We cant afford Mitt Romneys failed policies of the past. We need to keep moving forward. http://t.co ","A2J0MGJFLGQOO5","angry","A1Y6CLBM5VJQKD","none","No","no_agreement","Tue Nov 13 01:06:28 UTC 2012"
"255NVRH1KHO9RQ5MZGEVHLKWAW5QZD","A Nuclear Iran? : A fact check from the first debate between Obama and Romney http://t.co/YbnnJYMm","A2J0MGJFLGQOO5","afraid","ATBZC1F0M7F2F","none","No","no_agreement","Mon Nov 12 16:20:01 UTC 2012"
"2NAVQ8H88MQUJVJZ353I9RXX790R8A","RT @Mark_JekyllHyde: Quick fact checking is showing that Romney was right on his facts and Obama either lied or is clueless. Neither mak ","ATBZC1F0M7F2F","angry","A2J0MGJFLGQOO5","hopeful","No","no_agreement","Mon Nov 12 16:11:42 UTC 2012"
"2C2I62NJQ217F9NKIRXBSLCVHABVNU","Romney Debate Strategy: Pretend to Agree with the President: http://t.co/J80NJda2 via @youtube","ATBZC1F0M7F2F","funny","A2J0MGJFLGQOO5","mocking","No","no_agreement","Mon Nov 12 16:03:56 UTC 2012"
"21UCVLL3CA33ZRO0IE39VQU70W1Z90","Looks like Romney is going downnnn sorry #TeaParty keep sipping that tea. #Obama2012","A2J0MGJFLGQOO5","happy","A182JW8U6PO60U","mocking","No","no_agreement","Tue Nov 13 01:00:08 UTC 2012"
"2IKA1QP6AUC2JNUHZNSXBV0FNZU704","Mitt Romney is trying to ban porn we must stop this evil man from ruining all the innocent people's weekend","A2J0MGJFLGQOO5","angry","AMAAE4PQGWD99","funny","No","no_agreement","Mon Nov 12 16:28:06 UTC 2012"
"2TYW40SPW1INZRU9IEA3VAB6EE4E10","RT @dkatterer: They should bring tony reali to the presidential debates and have him tell romney and obama when they are wrong like he d ","A2J0MGJFLGQOO5","funny","A1Y6CLBM5VJQKD","none","No","no_agreement","Mon Nov 12 18:32:02 UTC 2012"
"2E2O2L92HECWNGBEQY3CN0CP8JFGHI","Romney will not BOW to foreign leaders. Romney endorsed by 42 Medal of Honor Recipients. Obama endorsed by actors and entertainers.","A2J0MGJFLGQOO5","hopeful","ATBZC1F0M7F2F","mocking","No","no_agreement","Mon Nov 12 14:28:31 UTC 2012"
"2TX0CP5KXPTI0SW8QQVPU7NY95MZYP","Krauthammer: Romney Won Unequivocally; Obama's Responses Were Petty | RealClearPolitics http://t.co/POwVafXa","A2J0MGJFLGQOO5","angry","ATBZC1F0M7F2F","happy","No","no_agreement","Mon Nov 12 16:14:58 UTC 2012"
"28185OZIZEHMNK3XGYH5MWPXOW4ZBA","LOLOLOL ROMNEY","A2J0MGJFLGQOO5","funny","ATBZC1F0M7F2F","happy","No","no_agreement","Mon Nov 12 15:00:47 UTC 2012"
"2P546UXFCD45AMS4FNJN1KIN6SXVTV","Obama Will Feed and Cloth You. Promise http://t.co/LsfoGkwK","A2J0MGJFLGQOO5","happy","A182JW8U6PO60U","mocking","No","no_agreement","Mon Nov 12 23:31:01 UTC 2012"
"2LWGDHDM25L8VJ1AOG8E76OE7PEOEX","RT @onalisonroad: Trying to look for ""For Rent"" signs during election season is fake out city. Just kidding. I'm not for rent. I'm for R ","A2J0MGJFLGQOO5","funny","ATBZC1F0M7F2F","mocking","No","no_agreement","Mon Nov 12 14:43:17 UTC 2012"
"2JYTP9RA7S5WZBKKQ2FFF0JMKKRSX6","RT @BarackObama: President Obama: Last night. Gov. Romney looked you right in the eye and tried to pretend that he never said let Detr ","ATBZC1F0M7F2F","angry","A2J0MGJFLGQOO5","mocking","No","no_agreement","Mon Nov 12 16:08:10 UTC 2012"
"2C18EBDPGFL68M37RJINLWIOY0AH20","RT @PoliticalTicker: Romney's son apologizes to Obama for 'swing' remark - http://t.co/TTKPqEE3","ATBZC1F0M7F2F","happy","A2J0MGJFLGQOO5","sad","No","no_agreement","Mon Nov 12 16:12:45 UTC 2012"
"2V0UUU00OQKKNEWTKIJ222683DDVVB","RT @gretawire: Gloria Allred to attempt unsealing Mitt Romney court testimony: I have no idea what is up with Gloria Allred al http: ","A2J0MGJFLGQOO5","angry","ATBZC1F0M7F2F","mocking","No","no_agreement","Mon Nov 12 14:29:31 UTC 2012"
"21E4ZMAZHHRRYP4BGXEVZH1KKNRBK0","RT @Nicoleyeaahhhh: @Shelly_Smyth No offence. but I think Romney would probably be ashamed to have your vote.","A2J0MGJFLGQOO5","angry","A1K9WP8Q74E9G2","mocking","No","no_agreement","Mon Nov 12 14:34:12 UTC 2012"
"2KOXBAT2D5NQBXJQV0RJO5TYPMU62O","'@ByronYork: On stump. Romney discusses problem of poverty in speech after speech. Obama? Not so much. http://t.co/SB12V0Hd ' #tcot","ATBZC1F0M7F2F","hopeful","A2J0MGJFLGQOO5","mocking","No","no_agreement","Mon Nov 12 16:15:25 UTC 2012"
"20EKUDD8XMB33DNASLXU1O6T7DDOD4","facebook= filled up with obama and romney shares and likes.","A2J0MGJFLGQOO5","happy","A1Y6CLBM5VJQKD","none","No","no_agreement","Tue Nov 13 01:59:52 UTC 2012"
"2KR5SW6NG1FSGXCYBLPF9FZS2KKIWC","Retweet for Romney and Favorite for NoBama","A53VNQRRFQ785","funny","A2J0MGJFLGQOO5","happy","No","no_agreement","Mon Nov 12 23:30:18 UTC 2012"
"21KJE1M7PKK9Y1AHG91C84LZ0O3RYO","RT @spoiled_bitchh_: RT if you're voting #Romney !","ATBZC1F0M7F2F","angry","A2J0MGJFLGQOO5","happy","No","no_agreement","Mon Nov 12 22:08:03 UTC 2012"
"2C6K5UFJ51Y73O2A78HS9CSTPNXB8H","RT @GruveOn: Did you the number of times that Mitt Romney's 59-Point ""Jobs Plan"" mentions #Veterans? -0- | #Obama2012 #EdShow http://t.c ","ATBZC1F0M7F2F","angry","A2J0MGJFLGQOO5","sad","No","no_agreement","Mon Nov 12 14:51:17 UTC 2012"
"2FWPLSP75KLMJ6XEGK8QMQVJU34ZT0","RT @redostoneage MSNBC: Romney Right. Obama Wrong On Auto Bailout http://t.co/XNW4ww9V #latino #latina #ucot #la #losangles @cnn @npr","A2J0MGJFLGQOO5","hopeful","A1Y6CLBM5VJQKD","none","No","no_agreement","Mon Nov 12 15:15:51 UTC 2012"
"2RIRYNJ92NJKZAJMETKUPYW2JS7B6V","RT @StockShowGent:  Romney","A2J0MGJFLGQOO5","hopeful","A1Y6CLBM5VJQKD","none","No","no_agreement","Mon Nov 12 15:38:36 UTC 2012"
"2ETAT2D5NQYNIPH1ST751YMNFVG848","RT @Leem215: Romney what color is the sky?","A2J0MGJFLGQOO5","funny","A3UX2FXA3NMJCS","mocking","No","no_agreement","Mon Nov 12 21:16:41 UTC 2012"
"2Z2MN9U8P9Y3L3A7PSUS2YIM3IAVE5","Tagg Romney Apologizes to Barack Obama at Final Debate for Saying He'd 'Swing' at President http://t.co/op8STuUY","AMAAE4PQGWD99","funny","ATBZC1F0M7F2F","hopeful","No","no_agreement","Mon Nov 12 16:34:02 UTC 2012"
"25HFYQS1CSTM1PB252VIK1EYGMFLOH","RT @LMAO_TWITPICS: Romney must be stopped.. He wants to band Instagram!  http://t.co/TinphMwd","A2J0MGJFLGQOO5","angry","ATBZC1F0M7F2F","funny","No","no_agreement","Mon Nov 12 19:51:44 UTC 2012"
"2IQN46UXFCD4I7QPLX4SVTKIQ2ASUE","RT @Murder_KeeWROTE: My president is black. my twitter is blue. I'm voting for obama. the f*ck romney gonna do?","A2J0MGJFLGQOO5","funny","ATBZC1F0M7F2F","mocking","No","no_agreement","Mon Nov 12 20:55:50 UTC 2012"
"2DH9RNDWIOV15H6YVNKG213YGYPVGM","@edshow Mitt Romney is worse than Bush ever was. please America think about how this affects us as a country people","A2J0MGJFLGQOO5","afraid","A53VNQRRFQ785","hopeful","No","no_agreement","Mon Nov 12 23:33:41 UTC 2012"
"2G2PFE4EGDHDZCJW0S0N7W6HHYOJ9Z","[Article] Obama Supporters Say Romney Will Committ Genocide #lapdogmedia #cantafford4more - http://t.co/f2CMzmAk","ATBZC1F0M7F2F","afraid","A2J0MGJFLGQOO5","happy","No","no_agreement","Mon Nov 12 20:56:28 UTC 2012"
"2H6UQIHPCGJ2QCFZV6WXP0JPSR0171","@Billz_I_Am @_siroc as much as I don't like Romney. that's not a legitimate source. He never even visited UF","A2J0MGJFLGQOO5","angry","ATBZC1F0M7F2F","none","No","no_agreement","Mon Nov 12 20:05:50 UTC 2012"
"24C8LZ6R70G54JMO0TUVM7WSVS67NG","RT @gretawire: Gloria Allred to attempt unsealing Mitt Romney court testimony: I have no idea what is up with Gloria Allred al http: ","A2J0MGJFLGQOO5","afraid","ATBZC1F0M7F2F","none","No","no_agreement","Mon Nov 12 19:43:21 UTC 2012"
"24VWIOV1S7SNGN7RMBUYLZ8NBQDZKU","RT @gloriaamez: Debates deliver favorability edge to Romney; now above 50% in rating - Washington Times: http://t.co/kPi9AjdS via @washtimes","ATBZC1F0M7F2F","happy","A2J0MGJFLGQOO5","hopeful","No","no_agreement","Mon Nov 12 20:32:59 UTC 2012"
"2BQY1THV8ER9BI7YCSDZ0M5KIGA1OR","RT @JohnPiper: Obama: America. the only indispensable nation. Romney: America. the hope of the earth. This does focus our prayers for them.","AMAAE4PQGWD99","none","A2J0MGJFLGQOO5","sad","No","no_agreement","Mon Nov 12 16:22:49 UTC 2012"
"2KLFDEY5COW0YQ5AVI3RNLC6YMC3UY","RT @McBlondeLand: BOOMUndecided voter in CNN focus group: Romney ""weaker than what he started off in the first #debate."" I'm sticking ","A2J0MGJFLGQOO5","afraid","ATBZC1F0M7F2F","happy","No","no_agreement","Mon Nov 12 16:04:19 UTC 2012"
"238U6L5OBVCIE1B8WK9JN7GU49WZGR","RT @Lula_Pearl: @Encino_Mann: Romney is red and Romney is blue. doesn't know what he thinks and neither do you. #HorsesAndBayonets ~ F ","AMAAE4PQGWD99","angry","A2J0MGJFLGQOO5","funny","No","no_agreement","Mon Nov 12 16:12:21 UTC 2012"
"22GHVI44OS2KY4MOFOQSJAP5E0I5ZF","RT @Political_Bill: Bad News for Romney: Ohio Early Voting Turnout is Up for Obama. Down for GOP http://t.co/AZI2tuVp via @politicususa","AMAAE4PQGWD99","none","ATBZC1F0M7F2F","sad","No","no_agreement","Mon Nov 12 16:36:33 UTC 2012"
"2J5JQ2172Z993RKMCV3VMBU16I7RZF","Q5 humm.. bigger control w/ Obama &amp;EPA.. little less w/ Romney.. @agchat @FarmTimeNetwork #agchat","A2J0MGJFLGQOO5","happy","ATBZC1F0M7F2F","hopeful","No","no_agreement","Mon Nov 12 20:35:13 UTC 2012"
"2YJXERSQV66RYZVTLD8V4AVKL5L2AB","RT @politicususa: Bad News for Romney: Ohio Early Voting Turnout is Up for Obama. Down for GOP http://t.co/ii3QWpgt","ATBZC1F0M7F2F","afraid","A2J0MGJFLGQOO5","sad","No","no_agreement","Mon Nov 12 20:34:30 UTC 2012"
"283FQ0ONNVRHEUVZ1O7RJ76NY83LUU","RT @ptvjamie: soft romney","A1Y6CLBM5VJQKD","none","A2J0MGJFLGQOO5","sad","No","no_agreement","Mon Nov 12 15:21:55 UTC 2012"
"2N9LPHIT3HVWN5YTYCEJY2175YRBJ1","RT @cher: Tagg Romney owns piece of co.That Put Voter tabulating machines in..OHIO ! Man who owns the rest of co. made a huge $$ contrib ","A2J0MGJFLGQOO5","angry","A182JW8U6PO60U","mocking","No","no_agreement","Tue Nov 13 01:54:40 UTC 2012"
"2FKRCJK63ZVEGR5BC49AY9JL8QL8XN","RT @NittRumney: Romney ""The government can't create jobs.""","A2J0MGJFLGQOO5","mocking","AMAAE4PQGWD99","none","No","no_agreement","Mon Nov 12 16:17:04 UTC 2012"
"2M38I9NZW6HECG2PW0N71869JT4WM6","Kid Rock Romney Ryan Red Rocks. http://t.co/nzGtOc0f","ATBZC1F0M7F2F","funny","A2J0MGJFLGQOO5","happy","No","no_agreement","Mon Nov 12 14:37:45 UTC 2012"
"2N6Q1SNQQ7Q6KAJCIU3NZ12TTBJ8SF","RT @WHOAsian_Poo: if romney is elected president i'm packing my bags and looking for what island Tupac is posted","A2J0MGJFLGQOO5","angry","ATBZC1F0M7F2F","funny","No","no_agreement","Mon Nov 12 22:11:46 UTC 2012"
"2NFBAT2D5NQY0FTEIAAGDTYMQBE73Z","RT @thinkprogress: After bashing government spending. Romney campaigns at national landmark built by The New Deal http://t.co/qIPRh5uI # ","A2J0MGJFLGQOO5","hopeful","ATBZC1F0M7F2F","mocking","No","no_agreement","Mon Nov 12 16:09:21 UTC 2012"
"2P09NZW6HEZ61OI1OHK8E9GUP1JOYC","RT @eonline: Pop &amp; Politics Report: Obama and Romney Wow X Factor Judges (and Lindsay Lohan!) http://t.co/ggTvMi8Y","A53VNQRRFQ785","funny","A2J0MGJFLGQOO5","happy","No","no_agreement","Mon Nov 12 23:29:24 UTC 2012"
"2FT49F9SSSHXEBXZF2K5P5F8M36TXX","RT @Timodc: Just an old photo from Phish packing Red Rocks a cpl years..err no this is tonight's Romney rally?!?! http://t.co/YQTl6xOE","ATBZC1F0M7F2F","mocking","A2J0MGJFLGQOO5","none","No","no_agreement","Mon Nov 12 20:00:48 UTC 2012"
"24M6UXFCD45XPO7Y52ETSIN3WF7WUY","RT @PatDollard: Video - Romney Destroys Obam Over Capitulating To Russia: 'I'm Not Going To Tell Putin He'll Have More Flexibility' http ","A2J0MGJFLGQOO5","hopeful","AMAAE4PQGWD99","none","No","no_agreement","Mon Nov 12 16:36:02 UTC 2012"
"23ZGYQ4J3NABJLTX7PFY6IT1WIXPCM","RT @organicdevon: Romney Attacks Support for Electric Carmakers Tesla and Fisker In Presidential Debate (Tree Hugger Site) http://t.co/P ","ATBZC1F0M7F2F","angry","A2J0MGJFLGQOO5","hopeful","No","no_agreement","Mon Nov 12 14:39:55 UTC 2012"
"241KM05BMJTUU8AD83G9ZA7S8V4JE9","RT @ladygaga: Did anybody else hear Romney's mic feedback after Obama said ""you wouldn't have taken such a sketchy deal. and neither sho ","A2J0MGJFLGQOO5","afraid","A1Y6CLBM5VJQKD","funny","No","no_agreement","Mon Nov 12 17:51:46 UTC 2012"
"2ECLRGNTBJ3MZNBG7ZYNE2KHE84U8H","RT @ReaganGomez: Republicans have lit up her mentions calling her sexist names for asking Romney &amp; Obama about equal pay. No surpris ","ATBZC1F0M7F2F","angry","A2J0MGJFLGQOO5","sad","No","no_agreement","Mon Nov 12 20:51:42 UTC 2012"
"2I86SVQ8H88M34KWXY2VKI1R0WMP6U","RT @DykstraDame: Romney &amp; Company Shipped Every Single Delphi UAW Job to China: http://t.co/9xTmJJ8V","ATBZC1F0M7F2F","angry","A2J0MGJFLGQOO5","sad","No","no_agreement","Mon Nov 12 16:15:50 UTC 2012"
"2YWCWA6X3YOCPPENHFBXXTINLHFONM","RT @LMAO_TWITPICS: Romney must be stopped.. He wants to band Instagram!  http://t.co/TinphMwd","A2J0MGJFLGQOO5","angry","ATBZC1F0M7F2F","funny","No","no_agreement","Mon Nov 12 16:21:30 UTC 2012"
"2T5HMVHVKCJ0EBYDZEA7HKQW90Q64K","RT @cat_1012000: Q5 humm.. bigger control w/ Obama &amp;EPA.. little less w/ Romney.. @agchat @FarmTimeNetwork #agchat","ATBZC1F0M7F2F","hopeful","AMAAE4PQGWD99","none","No","no_agreement","Mon Nov 12 16:30:46 UTC 2012"
"2YXL42J1LY58OHGIEA9GNKHD45H4PP","Some girl told me she was gonna vote for Mitt Romney.  No!","ATBZC1F0M7F2F","afraid","A1Y6CLBM5VJQKD","funny","No","no_agreement","Mon Nov 12 15:19:56 UTC 2012"
"2P1HSTLB3L0FOTNTGLAERREVH49IUD","RT @MrJueseppi: POTUS Obama's 5 Point Plan For America. Romney's 1 point Plan For The Wealthy. http://t.co/Njvt113x","ATBZC1F0M7F2F","angry","A3I9UOCM5EXMR2","none","No","no_agreement","Mon Nov 12 14:42:36 UTC 2012"
"2NKNJQ2172Z9M0VH3UCC3EBU421QYM","RT @BJHare: Romney Cites Study Based On Repealing Almost All Middle Class Tax Breaks To Bolster His Tax Plan http://t.co/SHAzPKC8 via @t ","ATBZC1F0M7F2F","angry","A2J0MGJFLGQOO5","sad","No","no_agreement","Mon Nov 12 20:23:18 UTC 2012"
"244HGYQ4J3NAOGPQEP6O6YIT4S1BOK","@yUngSpicer hahahahhahaha but I do like Romney so","A2J0MGJFLGQOO5","happy","ATBZC1F0M7F2F","mocking","No","no_agreement","Mon Nov 12 20:33:53 UTC 2012"
"2VG5COW0LGRZGIQ27V363NUZZC97Y5","RT @KiwiandCheese: #election #election2012 #romney #romneyrules #romneyryan2012 #republican #nobama #cantafford4more #mittromne http://t ","ATBZC1F0M7F2F","hopeful","AMAAE4PQGWD99","none","No","no_agreement","Mon Nov 12 16:36:59 UTC 2012"
"21UJ011K274JKJY1OGS8V46U0EUBDN","RT @StarzandStrypz: Prediction: Romney's campaign over the last 2 weeks will hammer home the big issues. Obama's will wallow in slime &a ","A2J0MGJFLGQOO5","happy","ATBZC1F0M7F2F","hopeful","No","no_agreement","Mon Nov 12 19:59:42 UTC 2012"
"2QQD8J3VE7WS53194QUMKK8AW1DZJV","RT @EliasToufexis: Wow. The entire world prefers Obama over Romney. By a lot. http://t.co/YY1s1wna","A2J0MGJFLGQOO5","happy","ATBZC1F0M7F2F","hopeful","No","no_agreement","Mon Nov 12 20:48:05 UTC 2012"
"23DHVKCJ011KFHIUZJBQ4618Q3O79G","Binders full of bitches - Mitt Romney","ATBZC1F0M7F2F","angry","A2J0MGJFLGQOO5","mocking","No","no_agreement","Mon Nov 12 21:14:48 UTC 2012"
"2XVHDM25L8I909AH9OQ6WE4QZ6BGQE","RT @cmccaff542: WOW RT @JJsassypants","A2J0MGJFLGQOO5","happy","ATBZC1F0M7F2F","none","No","no_agreement","Mon Nov 12 19:55:41 UTC 2012"
"2IG7QEOZFYQSEM64EY6XZDS4LBJJGQ","hey @ryanlizza any idea what's going on with these #romney #allred rumors? GOP going a little crazy with the #allred slams #suspicious","ATBZC1F0M7F2F","angry","A2J0MGJFLGQOO5","none","No","no_agreement","Mon Nov 12 16:17:19 UTC 2012"
"2OM6OQ1SNQQ73GLBXBHKKNR15S86Q2","RT @LisaFarted: All of Mitt Romney's jokes start out. ""A guy walks past a bar""","A1Y6CLBM5VJQKD","funny","A3I9UOCM5EXMR2","mocking","No","no_agreement","Mon Nov 12 15:14:40 UTC 2012"
"2VMEGDHDM25LLSNYR6XHMZ6OH38DNE","RT @cat_1012000: Q5 humm.. bigger control w/ Obama &amp;EPA.. little less w/ Romney.. @agchat @FarmTimeNetwork #agchat","A2J0MGJFLGQOO5","happy","A3I9UOCM5EXMR2","none","No","no_agreement","Mon Nov 12 16:25:29 UTC 2012"
"207PSI2KYEPL5ZLGCVD64J3ODG7SMM","RT @AnitaGunn1: Gotta love Bubba! Bill Clinton: Mitt Romneys Argument Is True. Obama Hasnt Fixed Country (Video) http://t.co/DRLsyS3x","A2J0MGJFLGQOO5","happy","ATBZC1F0M7F2F","mocking","No","no_agreement","Mon Nov 12 20:11:38 UTC 2012"
"2A30XULRGNTBWD0X57WFX7N65JZR58","RT @LMAO_TWITPICS: Romney must be stopped.. He wants to band Instagram!  http://t.co/TinphMwd","ATBZC1F0M7F2F","funny","A182JW8U6PO60U","mocking","No","no_agreement","Mon Nov 12 15:05:12 UTC 2012"
"2EF2Q45UUKQOBQ1TOBESGOG04ZPUCN","also gloria allred is looking to unseal a court testimony from mitt romney. going to be an interesting day","A2J0MGJFLGQOO5","afraid","ATBZC1F0M7F2F","hopeful","No","no_agreement","Mon Nov 12 20:14:48 UTC 2012"
"2WT0HFL42J1LBFMMZCYM8IGFNGVM1X","MSNBCs Morning Joe Crowd Boos 9 Year Old Girl for Supporting Mitt Romney - http://t.co/JgUNj8mx  #politics","ATBZC1F0M7F2F","hopeful","A2J0MGJFLGQOO5","sad","No","no_agreement","Mon Nov 12 16:16:26 UTC 2012"
"2CEAVKI62NJQFBLDRJ0QP6BKOBCSKH","I really love the values and the heart of Mitt Romney!  I am proud our country grew him to be the next President. http://t.co/Y6VvQtMF","A2J0MGJFLGQOO5","happy","ATBZC1F0M7F2F","hopeful","No","no_agreement","Mon Nov 12 20:32:19 UTC 2012"
"2N6Q1SNQQ7Q6KAJCIU3NZ12TTBJS8Z","Romney rally~KidRock sings Sweet Home Alabama with people behind him holding Democrats for Romney signs.   http://t.co/fIBax12G livestream","ATBZC1F0M7F2F","mocking","A1Y6CLBM5VJQKD","none","No","no_agreement","Mon Nov 12 15:16:14 UTC 2012"
"2W80ONNVRH1KUYNP8127ENV9OJEWN6","@IshiaTay Vote For Romney","A2J0MGJFLGQOO5","happy","ATBZC1F0M7F2F","hopeful","No","no_agreement","Mon Nov 12 20:57:22 UTC 2012"
"2TYW40SPW1INZRU9IEA3VAB6EE41EN","#WeCantDateIf You're voting for Romney","A2J0MGJFLGQOO5","angry","A182JW8U6PO60U","funny","No","no_agreement","Mon Nov 12 20:20:41 UTC 2012"
"2T7WZ9RNDWIO8B6IKXUD1GU16XVET9","President Obama Responds to Governor Romney: ""We Also Have Fewer Horses and Bayonets"" http://t.co/2Dh4jPUS","A2J0MGJFLGQOO5","funny","ATBZC1F0M7F2F","hopeful","No","no_agreement","Mon Nov 12 20:04:59 UTC 2012"
"2H6UQIHPCGJ2QCFZV6WXP0JPSR0717","I found a site with all the details on Mitt Romney's $5 trillion tax plan. It's as simple as clicking a button. http://t.co/VTh0H8u2","ATBZC1F0M7F2F","afraid","A2J0MGJFLGQOO5","happy","No","no_agreement","Mon Nov 12 20:12:01 UTC 2012"
"2PG1THV8ER9YL31VAWQSU5KFKRKP2D","Excuse me Mr. Romney and Mr. President. What is your policy to combat over eating?","ATBZC1F0M7F2F","mocking","A1Y6CLBM5VJQKD","none","No","no_agreement","Mon Nov 12 15:37:35 UTC 2012"
"2FQTNKIMZSM5XPV3UYD0XGVF6H4ZCH","romney has never had larry feels he doesn't know the struggle","A1Y6CLBM5VJQKD","none","ATBZC1F0M7F2F","sad","No","no_agreement","Mon Nov 12 15:39:25 UTC 2012"
"22X395SW6NG1S2HYQXAB6F1F2RHGUJ","Read it at HuffPo http://t.co/nNpsxAbL #romneyvotingmachines","ATBZC1F0M7F2F","angry","A2J0MGJFLGQOO5","none","No","no_agreement","Mon Nov 12 21:16:20 UTC 2012"
"2HY5R98D8J3VRHA3K3EYKG3MFJPVFN","RT @glennbeck: Not the approach I would have chosen. but Romney is a better man.  Came off Strong. kind. truthful.  Bob S. did well.   O ","A2J0MGJFLGQOO5","happy","ATBZC1F0M7F2F","hopeful","No","no_agreement","Mon Nov 12 20:12:09 UTC 2012"
